CID,CityName/AreaName,Pincode,District,State,Locality,Location,Latitude,Longitude,distance(in kms)
109676,Ayyankarkulam,631502,Kanchipuram,TAMIL NADU,"Ayyankarkulam,631502,Kanchipuram,TAMIL NADU","631502, Big Kanchipuram, Kancheepuram, Tamil Nadu",12.838506406067172,79.69920614766421,60.56713386459821
109677,Big Kanchipuram,631502,Kanchipuram,TAMIL NADU,"Big Kanchipuram,631502,Kanchipuram,TAMIL NADU","631502, Big Kanchipuram, Kancheepuram, Tamil Nadu",12.838506406067172,79.69920614766421,60.56713386459821
109678,Govindavadi,631502,Kanchipuram,TAMIL NADU,"Govindavadi,631502,Kanchipuram,TAMIL NADU","Govindavadi, Thirumalpur, Kancheepuram Sub-District, Kancheepuram, Tamil Nadu",12.946200000000033,79.66530000000006,63.559625862981704
109679,Kammavarpalayam,631502,Kanchipuram,TAMIL NADU,"Kammavarpalayam,631502,Kanchipuram,TAMIL NADU","631502, Big Kanchipuram, Kancheepuram, Tamil Nadu",12.838506406067172,79.69920614766421,60.56713386459821
109680,Kilakattur,631502,Kanchipuram,TAMIL NADU,"Kilakattur,631502,Kanchipuram,TAMIL NADU","Kalakattur, Kancheepuram Sub-District, Kancheepuram, Tamil Nadu",12.768190000000061,79.73317000000003,58.71634831577638
109681,Kuram,631502,Kanchipuram,TAMIL NADU,"Kuram,631502,Kanchipuram,TAMIL NADU","631502, Big Kanchipuram, Kancheepuram, Tamil Nadu",12.838506406067172,79.69920614766421,60.56713386459821
109682,Melkadirpur,631502,Kanchipuram,TAMIL NADU,"Melkadirpur,631502,Kanchipuram,TAMIL NADU","631502, Big Kanchipuram, Kancheepuram, Tamil Nadu",12.838506406067172,79.69920614766421,60.56713386459821
109683,Olimohamedpet,631502,Kanchipuram,TAMIL NADU,"Olimohamedpet,631502,Kanchipuram,TAMIL NADU","631502, Big Kanchipuram, Kancheepuram, Tamil Nadu",12.838506406067172,79.69920614766421,60.56713386459821
109684,Orikkai,631502,Kanchipuram,TAMIL NADU,"Orikkai,631502,Kanchipuram,TAMIL NADU","631502, Orikkai, Kancheepuram, Tamil Nadu",12.805080388691868,79.71320062884577,59.76754648466376
109685,Perumanallur,631502,Kanchipuram,TAMIL NADU,"Perumanallur,631502,Kanchipuram,TAMIL NADU","631502, Big Kanchipuram, Kancheepuram, Tamil Nadu",12.838506406067172,79.69920614766421,60.56713386459821
109686,Sankaramutt,631502,Kanchipuram,TAMIL NADU,"Sankaramutt,631502,Kanchipuram,TAMIL NADU","631502, Big Kanchipuram, Kancheepuram, Tamil Nadu",12.838506406067172,79.69920614766421,60.56713386459821
109687,Sevilimedu,631502,Kanchipuram,TAMIL NADU,"Sevilimedu,631502,Kanchipuram,TAMIL NADU","631502, Sevilimedu, Kancheepuram, Tamil Nadu",12.815412068665099,79.69248365390384,61.732207190461025
109688,Sirukaveripakkam,631502,Kanchipuram,TAMIL NADU,"Sirukaveripakkam,631502,Kanchipuram,TAMIL NADU","Sirukaveripakkam, Thimmasamudram, Kancheepuram, Tamil Nadu",12.850810000000024,79.69087000000007,61.26749908235685
109689,Thimamsamudram,631502,Kanchipuram,TAMIL NADU,"Thimamsamudram,631502,Kanchipuram,TAMIL NADU","631502, Thimmasamudram, Kancheepuram, Tamil Nadu",12.864877037603494,79.68650554817201,61.55349159207089
109690,Veliyur,631502,Kanchipuram,TAMIL NADU,"Veliyur,631502,Kanchipuram,TAMIL NADU","Veliyur, Kancheepuram Sub-District, Kancheepuram, Tamil Nadu",12.92285000000004,79.71483000000006,58.1358695130149
109691,Balchettychatram,631551,Kanchipuram,TAMIL NADU,"Balchettychatram,631551,Kanchipuram,TAMIL NADU",631551,12.870400000000075,79.60325328900007,70.49193470544171
109692,Damal,631551,Kanchipuram,TAMIL NADU,"Damal,631551,Kanchipuram,TAMIL NADU",631551,12.870400000000075,79.60325328900007,70.49193470544171
109693,Krishnapuram,631551,Kanchipuram,TAMIL NADU,"Krishnapuram,631551,Kanchipuram,TAMIL NADU",631551,12.870400000000075,79.60325328900007,70.49193470544171
109694,Musaravakkam,631551,Kanchipuram,TAMIL NADU,"Musaravakkam,631551,Kanchipuram,TAMIL NADU","Musaravakkam, Kancheepuram Sub-District, Kancheepuram, Tamil Nadu",12.860360000000071,79.61123000000003,69.73221767023576
109695,Muthavedu,631551,Kanchipuram,TAMIL NADU,"Muthavedu,631551,Kanchipuram,TAMIL NADU","Muthavedu, Kancheepuram Sub-District, Kancheepuram, Tamil Nadu",12.839060000000075,79.59530000000007,71.72266507819049
109696,Karai,631552,Kanchipuram,TAMIL NADU,"Karai,631552,Kanchipuram,TAMIL NADU",631552,12.918310000000076,79.74743819600008,54.60025394909767
109697,Karaipettai,631552,Kanchipuram,TAMIL NADU,"Karaipettai,631552,Kanchipuram,TAMIL NADU",631552,12.918310000000076,79.74743819600008,54.60025394909767
109698,Parandur,631552,Kanchipuram,TAMIL NADU,"Parandur,631552,Kanchipuram,TAMIL NADU","Parandur, Valathur, Kancheepuram Sub-District, Kancheepuram, Tamil Nadu",12.942960000000028,79.74486000000007,54.91925167702716
109699,Siruvakkam,631552,Kanchipuram,TAMIL NADU,"Siruvakkam,631552,Kanchipuram,TAMIL NADU","Siruvakkam, Kancheepuram Sub-District, Kancheepuram, Tamil Nadu",12.913520000000062,79.71656000000007,57.95870969767618
109700,Siruvallur,631552,Kanchipuram,TAMIL NADU,"Siruvallur,631552,Kanchipuram,TAMIL NADU","Siruvallur, Kancheepuram Sub-District, Kancheepuram, Tamil Nadu",12.899760000000072,79.74847000000005,54.54848085989628
109701,Chellampattidai,631553,Kanchipuram,TAMIL NADU,"Chellampattidai,631553,Kanchipuram,TAMIL NADU",631553,12.985260525000058,79.78627000000006,50.84566224312298
109702,Edayarpakkam,631553,Kanchipuram,TAMIL NADU,"Edayarpakkam,631553,Kanchipuram,TAMIL NADU","Edayarpakkam, Sriperumbudur, Kancheepuram, Tamil Nadu",12.986470000000054,79.80161000000004,49.215851296922786
109703,Ekanapuram,631553,Kanchipuram,TAMIL NADU,"Ekanapuram,631553,Kanchipuram,TAMIL NADU","Ekanapuram, Kancheepuram Sub-District, Kancheepuram, Tamil Nadu",12.957350000000076,79.77537000000007,51.70242706970799
109704,Kappankottur,631553,Kanchipuram,TAMIL NADU,"Kappankottur,631553,Kanchipuram,TAMIL NADU","Kappankottur, Sriperumbudur, Kancheepuram, Tamil Nadu",13.008340000000032,79.79455000000007,50.3689626422429
109705,Melmaduramangalam,631553,Kanchipuram,TAMIL NADU,"Melmaduramangalam,631553,Kanchipuram,TAMIL NADU","Melmaduramangalam, Sriperumbudur, Kancheepuram, Tamil Nadu",12.934640000000059,79.81172000000004,47.63781926734507
109706,Pichivakkam,631553,Kanchipuram,TAMIL NADU,"Pichivakkam,631553,Kanchipuram,TAMIL NADU","Pichivakkam, Sriperumbudur, Kancheepuram, Tamil Nadu",12.998250000000041,79.75322000000006,54.60001231003717
109707,Pullalur,631553,Kanchipuram,TAMIL NADU,"Pullalur,631553,Kanchipuram,TAMIL NADU","Pullalur, Kancheepuram Sub-District, Kancheepuram, Tamil Nadu",12.973460000000046,79.71267000000006,58.63066922264411
109708,Purisai,631553,Kanchipuram,TAMIL NADU,"Purisai,631553,Kanchipuram,TAMIL NADU","Purisai, Kancheepuram Sub-District, Kancheepuram, Tamil Nadu",12.986120000000028,79.74850000000004,54.92083191582263
109709,Valathur,631553,Kanchipuram,TAMIL NADU,"Valathur,631553,Kanchipuram,TAMIL NADU","Valathur, Kancheepuram Sub-District, Kancheepuram, Tamil Nadu",12.94315000000006,79.74065000000007,55.3765493360959
109710,Attuputhur,631561,Kanchipuram,TAMIL NADU,"Attuputhur,631561,Kanchipuram,TAMIL NADU","Attuputhur, Kancheepuram Sub-District, Kancheepuram, Tamil Nadu",12.885880000000043,79.78928000000008,50.22859101237578
109711,Enathur,631561,Kanchipuram,TAMIL NADU,"Enathur,631561,Kanchipuram,TAMIL NADU",631561,12.873991441000044,79.80232500000005,48.94709490253172
109712,Nirvalur,631561,Kanchipuram,TAMIL NADU,"Nirvalur,631561,Kanchipuram,TAMIL NADU",631561,12.873991441000044,79.80232500000005,48.94709490253172
109713,Rajakulam,631561,Kanchipuram,TAMIL NADU,"Rajakulam,631561,Kanchipuram,TAMIL NADU",631561,12.873991441000044,79.80232500000005,48.94709490253172
109714,Singadivakkam,631561,Kanchipuram,TAMIL NADU,"Singadivakkam,631561,Kanchipuram,TAMIL NADU","Singadivakkam, Kancheepuram Sub-District, Kancheepuram, Tamil Nadu",12.871030000000076,79.81894000000005,47.19448438471122
109715,Vaiyavur,631561,Kanchipuram,TAMIL NADU,"Vaiyavur,631561,Kanchipuram,TAMIL NADU","Vaiyavur, Kancheepuram Sub-District, Kancheepuram, Tamil Nadu",12.840670000000046,79.74296000000004,55.840191642660265
109716,Vedal,631561,Kanchipuram,TAMIL NADU,"Vedal,631561,Kanchipuram,TAMIL NADU",631561,12.873991441000044,79.80232500000005,48.94709490253172
109717,Ayyampettai,631601,Kanchipuram,TAMIL NADU,"Ayyampettai,631601,Kanchipuram,TAMIL NADU","631601, Ayyampettai, Kancheepuram Sub-District, Kancheepuram, Tamil Nadu",12.80591527690279,79.765383380477,54.23190546964515
109718,Ekanampet,631601,Kanchipuram,TAMIL NADU,"Ekanampet,631601,Kanchipuram,TAMIL NADU",631601,12.78354500000006,79.78095473300004,53.25796696914435
109719,Muthialpet,631601,Kanchipuram,TAMIL NADU,"Muthialpet,631601,Kanchipuram,TAMIL NADU",631601,12.78354500000006,79.78095473300004,53.25796696914435
109720,Naickenpet,631601,Kanchipuram,TAMIL NADU,"Naickenpet,631601,Kanchipuram,TAMIL NADU",631601,12.78354500000006,79.78095473300004,53.25796696914435
109721,Thenambakkam,631601,Kanchipuram,TAMIL NADU,"Thenambakkam,631601,Kanchipuram,TAMIL NADU","631601, Thenambakkam, Kancheepuram, Tamil Nadu",12.814882490695751,79.73376406676138,57.35441989745813
109722,Thimmarajampettai,631601,Kanchipuram,TAMIL NADU,"Thimmarajampettai,631601,Kanchipuram,TAMIL NADU","Thimmarajampettai, Kancheepuram Sub-District, Kancheepuram, Tamil Nadu",12.799550000000067,79.78107000000006,52.758605141532335
109723,Arpakkam,631603,Kanchipuram,TAMIL NADU,"Arpakkam,631603,Kanchipuram,TAMIL NADU","Arpakkam, Kancheepuram Sub-District, Kancheepuram, Tamil Nadu",12.734110000000044,79.76092000000006,57.11449853628509
109724,Kavanthandalam,631603,Kanchipuram,TAMIL NADU,"Kavanthandalam,631603,Kanchipuram,TAMIL NADU","Kavanthandalam, Kancheepuram Sub-District, Kancheepuram, Tamil Nadu",12.732440000000054,79.79425000000003,53.835664783660135
109725,Magaral,631603,Kanchipuram,TAMIL NADU,"Magaral,631603,Kanchipuram,TAMIL NADU","Magaral, Kancheepuram Sub-District, Kancheepuram, Tamil Nadu",12.718720000000076,79.75390000000004,58.46277376835919
109726,Malayankulam,631603,Kanchipuram,TAMIL NADU,"Malayankulam,631603,Kanchipuram,TAMIL NADU","Malayankulam, Uthiramerur, Kancheepuram, Tamil Nadu",12.708120000000065,79.80595000000005,53.80484011225369
109727,Neyyadupakkam,631603,Kanchipuram,TAMIL NADU,"Neyyadupakkam,631603,Kanchipuram,TAMIL NADU","Neyyadivakkam, Uthiramerur, Kancheepuram, Tamil Nadu",12.723860000000059,79.80418000000003,53.23198744533249
109728,Olugarai,631603,Kanchipuram,TAMIL NADU,"Olugarai,631603,Kanchipuram,TAMIL NADU",631603,12.730360000000076,79.76835244400007,56.51984592350733
109729,Puthali,631603,Kanchipuram,TAMIL NADU,"Puthali,631603,Kanchipuram,TAMIL NADU","Puthali, Uthiramerur, Kancheepuram, Tamil Nadu",12.698620000000062,79.78980000000007,55.84317256091932
109730,Vayalakkavur,631603,Kanchipuram,TAMIL NADU,"Vayalakkavur,631603,Kanchipuram,TAMIL NADU","Vayalakkavoor, Uthiramerur, Kancheepuram, Tamil Nadu",12.734940000000051,79.82329000000004,50.835827149213586
109731,Echoor,631604,Kanchipuram,TAMIL NADU,"Echoor,631604,Kanchipuram,TAMIL NADU",631604,12.844205000000045,79.87583273000007,41.594358752830345
109732,Kunnam,631604,Kanchipuram,TAMIL NADU,"Kunnam,631604,Kanchipuram,TAMIL NADU",631604,12.844205000000045,79.87583273000007,41.594358752830345
109733,Panruti,631604,Kanchipuram,TAMIL NADU,"Panruti,631604,Kanchipuram,TAMIL NADU",631604,12.844205000000045,79.87583273000007,41.594358752830345
109734,Sinnivakkam,631604,Kanchipuram,TAMIL NADU,"Sinnivakkam,631604,Kanchipuram,TAMIL NADU","Sinnivakkam, Kancheepuram Sub-District, Kancheepuram, Tamil Nadu",12.855420000000038,79.82640000000004,46.63794578179103
109735,Thenneri,631604,Kanchipuram,TAMIL NADU,"Thenneri,631604,Kanchipuram,TAMIL NADU","Thenneri, Kancheepuram Sub-District, Kancheepuram, Tamil Nadu",12.851600000000076,79.85395000000005,43.763806584237486
109736,Varanavasi,631604,Kanchipuram,TAMIL NADU,"Varanavasi,631604,Kanchipuram,TAMIL NADU","Varanavasi, Kancheepuram Sub-District, Kancheepuram, Tamil Nadu",12.83188000000007,79.88284000000004,41.16451056468482
109737,Asoor,631605,Kanchipuram,TAMIL NADU,"Asoor,631605,Kanchipuram,TAMIL NADU",631605,12.806995000000029,79.83257057100008,47.14970050152671
109738,Avalur,631605,Kanchipuram,TAMIL NADU,"Avalur,631605,Kanchipuram,TAMIL NADU",631605,12.806995000000029,79.83257057100008,47.14970050152671
109739,Nathanallur,631605,Kanchipuram,TAMIL NADU,"Nathanallur,631605,Kanchipuram,TAMIL NADU","Nathanallur, Kancheepuram Sub-District, Kancheepuram, Tamil Nadu",12.802710000000047,79.84508000000005,45.979969568217186
109740,Puliambakkam,631605,Kanchipuram,TAMIL NADU,"Puliambakkam,631605,Kanchipuram,TAMIL NADU","Puliyambakkam, Kancheepuram Sub-District, Kancheepuram, Tamil Nadu",12.783300000000054,79.84108000000003,47.05826767954984
109741,Serkadu,631605,Kanchipuram,TAMIL NADU,"Serkadu,631605,Kanchipuram,TAMIL NADU","Serkadu, Walajabad, Kancheepuram Sub-District, Kancheepuram, Tamil Nadu",12.802180000000021,79.82226000000009,48.372451096669344
109742,Thammanur,631605,Kanchipuram,TAMIL NADU,"Thammanur,631605,Kanchipuram,TAMIL NADU","Thammanur, Kancheepuram Sub-District, Kancheepuram, Tamil Nadu",12.762830000000065,79.81284000000005,50.711821879221986
109743,Uttukadu,631605,Kanchipuram,TAMIL NADU,"Uttukadu,631605,Kanchipuram,TAMIL NADU",631605,12.806995000000029,79.83257057100008,47.14970050152671
109744,Walajabad,631605,Kanchipuram,TAMIL NADU,"Walajabad,631605,Kanchipuram,TAMIL NADU","631605, Walajabad, Kancheepuram Sub-District, Kancheepuram, Tamil Nadu",12.795445226551568,79.82063864581782,48.75263609789601
109745,Madhur,631606,Kanchipuram,TAMIL NADU,"Madhur,631606,Kanchipuram,TAMIL NADU",631606,12.727622265000036,79.85422500000004,48.149980843315554
109746,Padur,631606,Kanchipuram,TAMIL NADU,"Padur,631606,Kanchipuram,TAMIL NADU",631606,12.727622265000036,79.85422500000004,48.149980843315554
109747,Palayaseevaram,631606,Kanchipuram,TAMIL NADU,"Palayaseevaram,631606,Kanchipuram,TAMIL NADU","Palayaseevaram, Kancheepuram Sub-District, Kancheepuram, Tamil Nadu",12.781810000000064,79.87607000000008,43.5477259684045
109748,Thirumukkudal,631606,Kanchipuram,TAMIL NADU,"Thirumukkudal,631606,Kanchipuram,TAMIL NADU","Thirumukkudal, Uthiramerur, Kancheepuram, Tamil Nadu",12.752310000000023,79.85836000000006,46.57475446366974
109749,Ullavur,631606,Kanchipuram,TAMIL NADU,"Ullavur,631606,Kanchipuram,TAMIL NADU","Ullavur, Kancheepuram Sub-District, Kancheepuram, Tamil Nadu",12.796320000000037,79.89248000000003,41.31708471122965
