Village/Locality name,Officename ( BO/SO/HO),Pincode,Sub-distname,Districtname,StateName,dis from A
Parrys,Chennai G.P.O.,600001,Fort - Tondiarpet,CHENNAI,TAMIL NADU,23.07982849439864
Chennai,Anna Road H.O,600002,Egmore - Nungambakkam,CHENNAI,TAMIL NADU,20.95967371319452
Parrys,Park Town H.O,600003,Fort - Tondiarpet,CHENNAI,TAMIL NADU,21.121266601242
Mylapore,Mylapore H.O,600004,Mylapore - Triplicane,CHENNAI,TAMIL NADU,21.121266601242
Tiruvallikkeni,Tiruvallikkeni S.O,600005,Mylapore - Triplicane,CHENNAI,TAMIL NADU,19.498688135147198
NUNGAMBAKKAM,Greams Road S.O,600006,Egmore - Nungambakkam,CHENNAI,TAMIL NADU,21.121266601242
Vyasarpadi,Vepery S.O,600007,Fort - Tondiarpet,CHENNAI,TAMIL NADU,22.00211679580075
Egmore,Egmore S.O,600008,Egmore - Nungambakkam,CHENNAI,TAMIL NADU,20.37498898617981
Fort St George,Fort St George S.O,600009,Fort - Tondiarpet,CHENNAI,TAMIL NADU,21.121266601242
Kilpauk,Kilpauk S.O,600010,Perambur - Purasawakkam,CHENNAI,TAMIL NADU,21.152126513733947
Perambur,Perambur S.O,600011,Perambur - Purasawakkam,CHENNAI,TAMIL NADU,24.526314022044897
Perambur Barracks,Perambur Barracks S.O,600012,Perambur - Purasawakkam,CHENNAI,TAMIL NADU,27.82074715225001
Royapuram,Rayapuram S.O,600013,Fort - Tondiarpet,CHENNAI,TAMIL NADU,25.84822930239143
Royapettah,Royapettah S.O,600014,Mylapore - Triplicane,CHENNAI,TAMIL NADU,18.21029286123471
Saidapet,Saidapet S.O (Chennai),600015,Mambalam - Guindy,CHENNAI,TAMIL NADU,24.485384013051842
Chennai,Meenambakkam S.O,600016,Kancheepuram,KANCHIPURAM,TAMIL NADU,12.176822717633627
St.Thomas Mount,St.Thomas Mount H.O,600016,Alandur,KANCHIPURAM,TAMIL NADU,12.176822717633627
Thyagaraya Nagar,Thygarayanagar H.O,600017,Mambalam - Guindy,CHENNAI,TAMIL NADU,24.485384013051842
Teynampet,Teynampet S.O,600018,Mylapore - Triplicane,CHENNAI,TAMIL NADU,17.20467393703774
Besant Nagar,Adyar S.O (Chennai),600020,Mylapore - Triplicane,CHENNAI,TAMIL NADU,12.27368916616952
Washermanpet,Washermanpet S.O,600021,Fort - Tondiarpet,CHENNAI,TAMIL NADU,26.33672424265143
Raj Bhavan,Rajbhavan S.O (Chennai),600022,Mambalam - Guindy,CHENNAI,TAMIL NADU,17.69842435696601
Ayanavaram,Aynavaram S.O,600023,Perambur - Purasawakkam,CHENNAI,TAMIL NADU,17.69842435696601
Kodambakkam,Kodambakkam S.O,600024,Mambalam - Guindy,CHENNAI,TAMIL NADU,17.6126426141393
"Engineering College, Guindy",Engineering College S.O (Chennai),600025,Mambalam - Guindy,CHENNAI,TAMIL NADU,17.69842435696601
Vadapalani,Vadapalani S.O,600026,Mambalam - Guindy,CHENNAI,TAMIL NADU,18.028987279957896
Raja Annamalaipuram,Raja Annamalaipuram S.O,600028,Mylapore - Triplicane,CHENNAI,TAMIL NADU,15.277462623291926
Aminjikarai,Aminjikarai S.O,600030,Egmore - Nungambakkam,CHENNAI,TAMIL NADU,20.4624386286554
Shenoy Nagar,Shenoy Nagar S.O,600030,Egmore - Nungambakkam,CHENNAI,TAMIL NADU,20.4624386286554
Chetpet,Chetput S.O,600031,Egmore - Nungambakkam,CHENNAI,TAMIL NADU,20.041567209646917
Guindy,Guindy Industrial Estate S.O,600032,Mambalam - Guindy,CHENNAI,TAMIL NADU,19.567329151202145
West Mambalam,West Mambalam S.O,600033,Mambalam - Guindy,CHENNAI,TAMIL NADU,16.567670995713385
NUNGAMBAKKAM,Nungambakkam S.O,600034,Egmore - Nungambakkam,CHENNAI,TAMIL NADU,18.972855001259852
Nandanam,Nandanam S.O,600035,Mambalam - Guindy,CHENNAI,TAMIL NADU,15.255929323189497
Indian Institute of Technology Madras,Indian Institute Of Technology S.O,600036,Mambalam - Guindy,CHENNAI,TAMIL NADU,19.567329151202145
ICF Colony,Icf Colony S.O,600038,Perambur - Purasawakkam,CHENNAI,TAMIL NADU,19.567329151202145
Vyasarpadi,Vyasarpadi S.O,600039,Fort - Tondiarpet,CHENNAI,TAMIL NADU,24.85012676763199
Anna Nagar,Anna Nagar S.O (Chennai),600040,Egmore - Nungambakkam,CHENNAI,TAMIL NADU,15.504950483061657
Tiruvanmiyur,Tiruvanmiyur S.O,600041,Mylapore - Triplicane,CHENNAI,TAMIL NADU,9.239566633827716
Chennai,Palavakkam S.O (Kanchipuram),600041,Kancheepuram,KANCHIPURAM,TAMIL NADU,9.239566633827716
Velachery,Velacheri S.O,600042,Mambalam - Guindy,CHENNAI,TAMIL NADU,19.55859573367786
Taramani,Velacheri S.O,600042,Mambalam - Guindy,CHENNAI,TAMIL NADU,19.55859573367786
pallavaram,Pallavaram S.O,600043,Tambaram,KANCHIPURAM,TAMIL NADU,12.348135810983141
Chromepet,Chromepet S.O,600044,Tambaram,KANCHIPURAM,TAMIL NADU,19.73387641063591
Tambaram,Irumbuliyur B.O,600045,Tambaram,KANCHIPURAM,TAMIL NADU,15.504950483061657
Tambaram,Kasthuribainagar B.O,600045,Tambaram,KANCHIPURAM,TAMIL NADU,15.504950483061657
Tambaram,Tambaram H.O,600045,Tambaram,KANCHIPURAM,TAMIL NADU,15.504950483061657
Tambaram,Tambaram IAF S.O,600046,Tambaram,KANCHIPURAM,TAMIL NADU,15.504950483061657
Kadaperi,Kadaperi B.O,600047,Tambaram,KANCHIPURAM,TAMIL NADU,15.504950483061657
Kadaperi,Tambaram Sanatorium S.O,600047,Tambaram,KANCHIPURAM,TAMIL NADU,15.504950483061657
Tambaram,Tambaram Sanatorium S.O,600047,Tambaram,KANCHIPURAM,TAMIL NADU,15.504950483061657
Otteri,Otteri Extension B.O,600048,Chengalpattu,KANCHIPURAM,TAMIL NADU,17.221909011507414
Mudichur,Mannivakkam B.O,600048,Tambaram,KANCHIPURAM,TAMIL NADU,17.221909011507414
Mannivakkam,Mannivakkam B.O,600048,Chengalpattu,KANCHIPURAM,TAMIL NADU,17.221909011507414
Vandalur R.F,Vandalur S.O,600048,Chengalpattu,KANCHIPURAM,TAMIL NADU,17.221909011507414
Ayyappanthangal,Iyyappanthangal S.O,600056,Sriperumbudur,KANCHIPURAM,TAMIL NADU,55.2354994831249
Tambaram,Sundaram Colony B.O,600059,Tambaram,KANCHIPURAM,TAMIL NADU,43.338230612365024
Tambaram,Christian College Tambaram S.O,600059,Tambaram,KANCHIPURAM,TAMIL NADU,43.338230612365024
Tambaram,Tambaram East S.O,600059,Tambaram,KANCHIPURAM,TAMIL NADU,43.338230612365024
Tambaram,Lic Colony Tambaram S.O,600059,Tambaram,KANCHIPURAM,TAMIL NADU,43.338230612365024
Tambaram,LIC Colony B.O,600059,Tambaram,KANCHIPURAM,TAMIL NADU,43.338230612365024
Pazhavanthangal,Pazhavanthangal S.O,600061,Alandur,KANCHIPURAM,TAMIL NADU,11.09890410843876
Nanganallur,Nanganallur S.O,600061,Alandur,KANCHIPURAM,TAMIL NADU,11.09890410843876
Sathyamoorthy nagar,Tirumullaivoyal S.O,600062,Sriperumbudur,KANCHIPURAM,TAMIL NADU,32.732823219469445
Perungalathur,Srinivasanagar S.O (Kanchipuram),600063,Tambaram,KANCHIPURAM,TAMIL NADU,39.49881441180443
Perungalathur,Old Perungalathur B.O,600063,Tambaram,KANCHIPURAM,TAMIL NADU,39.49881441180443
Kadaperi,Chitlapakkam S.O,600064,Tambaram,KANCHIPURAM,TAMIL NADU,39.49881441180443
pozhal,Pozhal S.O,600066,Kancheepuram,KANCHIPURAM,TAMIL NADU,39.49881441180443
Mathur,South Malayambakkam B.O,600069,Sriperumbudur,KANCHIPURAM,TAMIL NADU,20.241469670960292
Nandambakkam,Nandambakkam B.O,600069,Sriperumbudur,KANCHIPURAM,TAMIL NADU,20.241469670960292
Somangalam,Kunnathur S.O (Kanchipuram),600069,Sriperumbudur,KANCHIPURAM,TAMIL NADU,20.241469670960292
Tharavur,Nandambakkam B.O,600069,Sriperumbudur,KANCHIPURAM,TAMIL NADU,20.241469670960292
Somangalam,Somangalam B.O,600069,Sriperumbudur,KANCHIPURAM,TAMIL NADU,20.241469670960292
Malayambakkam,Kunnathur S.O (Kanchipuram),600069,Sriperumbudur,KANCHIPURAM,TAMIL NADU,20.241469670960292
Nandambakkam,Kunnathur S.O (Kanchipuram),600069,Sriperumbudur,KANCHIPURAM,TAMIL NADU,20.241469670960292
Sirukalathur,Sirukalathur B.O,600069,Sriperumbudur,KANCHIPURAM,TAMIL NADU,20.241469670960292
Kunnathur,Kunnathur S.O (Kanchipuram),600069,Sriperumbudur,KANCHIPURAM,TAMIL NADU,20.241469670960292
Poonthandalam,Nandambakkam B.O,600069,Sriperumbudur,KANCHIPURAM,TAMIL NADU,20.241469670960292
Kavanur,Sirukalathur B.O,600069,Sriperumbudur,KANCHIPURAM,TAMIL NADU,20.241469670960292
Puduppair,Nandambakkam B.O,600069,Sriperumbudur,KANCHIPURAM,TAMIL NADU,20.241469670960292
Sirukalathur,Kunnathur S.O (Kanchipuram),600069,Sriperumbudur,KANCHIPURAM,TAMIL NADU,20.241469670960292
Anakaputhur,Anakaputhur S.O,600070,Tambaram,KANCHIPURAM,TAMIL NADU,15.35311958147042
Selaiyur,Selaiyur S.O,600073,Kancheepuram,KANCHIPURAM,TAMIL NADU,15.049362669578713
Polichalur,Polichalur S.O,600074,Tambaram,KANCHIPURAM,TAMIL NADU,12.222016460372776
Pammal,Pammal S.O,600075,Tambaram,KANCHIPURAM,TAMIL NADU,14.104324242028246
Kalaignar Karunanidhi Nagar,Kalaignar Karunanidhi Nagar S.O,600078,Mambalam - Guindy,CHENNAI,TAMIL NADU,12.222016460372776
Tondiarpet,Tondiarpet S.O,600081,Fort - Tondiarpet,CHENNAI,TAMIL NADU,27.117852948442266
Jawahar Nagar,Jawahar Nagar S.O (Chennai),600082,Perambur - Purasawakkam,CHENNAI,TAMIL NADU,18.77431967430479
Ashok Nagar,Ashoknagar S.O (Chennai),600083,Mambalam - Guindy,CHENNAI,TAMIL NADU,18.726755808922828
Purasawalkam,Flowers Road S.O,600084,Perambur - Purasawakkam,CHENNAI,TAMIL NADU,18.726755808922828
Kotturpuram,Kotturpuram S.O,600085,Mylapore - Triplicane,CHENNAI,TAMIL NADU,14.065454818323992
Gopalapuram,Gopalapuram S.O (Chennai),600086,Mylapore - Triplicane,CHENNAI,TAMIL NADU,17.71415584687666
Nanganallur,Adambakkam S.O,600088,Alandur,KANCHIPURAM,TAMIL NADU,11.713714926200968
Nandambakkam,Nandambakkam Kudiyiruppu S.O,600089,Alandur,KANCHIPURAM,TAMIL NADU,18.726755808922828
Besant Nagar,Besantnagar S.O,600090,Mylapore - Triplicane,CHENNAI,TAMIL NADU,17.96025492693915
Madipakkam,Madipakkam S.O,600091,Sholinganallur,KANCHIPURAM,TAMIL NADU,8.78587051802183
Virugambakkam,Virugambakkam S.O,600092,Mambalam - Guindy,CHENNAI,TAMIL NADU,19.55859573367786
Saligramam,Saligramam S.O,600093,Mambalam - Guindy,CHENNAI,TAMIL NADU,19.55859573367786
NUNGAMBAKKAM,Choolaimedu S.O,600094,Egmore - Nungambakkam,CHENNAI,TAMIL NADU,17.96025492693915
Perungudi,Perungudi S.O,600096,Sholinganallur,KANCHIPURAM,TAMIL NADU,7.952088128180727
Oggiam Thoraipakkam,Oggiamthoraipakkam S.O,600097,Sholinganallur,KANCHIPURAM,TAMIL NADU,17.96025492693915
Vengavasal,Medavakkam S.O,600100,Tambaram,KANCHIPURAM,TAMIL NADU,5.580291614286566
Medavakkam,Medavakkam S.O,600100,Tambaram,KANCHIPURAM,TAMIL NADU,5.580291614286566
Perumbakkam,Medavakkam S.O,600100,Tambaram,KANCHIPURAM,TAMIL NADU,5.580291614286566
Anna Nagar west,Anna Nagar Western Extn S.O,600101,Egmore - Nungambakkam,CHENNAI,TAMIL NADU,23.394830672579154
Anna Nagar,Anna Nagar East S.O,600102,Egmore - Nungambakkam,CHENNAI,TAMIL NADU,23.394830672579154
High Court of Madras,High Court Building S.O (Chennai),600104,Fort - Tondiarpet,CHENNAI,TAMIL NADU,23.394830672579154
Chennai,Arumbakkam S.O,600106,Egmore - Nungambakkam,CHENNAI,TAMIL NADU,20.56383921802896
Koyambedu,Koyambedu S.O,600107,Egmore - Nungambakkam,CHENNAI,TAMIL NADU,20.308152925223933
Taramani,TTTI Taramani S.O,600113,Mambalam - Guindy,CHENNAI,TAMIL NADU,21.82619913175519
Injambakkam,Injambakkam S.O,600115,Sholinganallur,KANCHIPURAM,TAMIL NADU,58.35093296137316
Mowlivakkam,Porur S.O,600116,Sriperumbudur,KANCHIPURAM,TAMIL NADU,70.91438821595824
Alapakkam,Alapakkam B.O,600116,Sriperumbudur,KANCHIPURAM,TAMIL NADU,70.91438821595824
Madanandapuram,Porur S.O,600116,Sriperumbudur,KANCHIPURAM,TAMIL NADU,70.91438821595824
Mugalivakkam,Porur S.O,600116,Sriperumbudur,KANCHIPURAM,TAMIL NADU,70.91438821595824
Nanmangalam,Old Pallavaram S.O,600117,Tambaram,KANCHIPURAM,TAMIL NADU,21.82619913175519
OLD PALLAVARAM,Old Pallavaram S.O,600117,Tambaram,KANCHIPURAM,TAMIL NADU,21.82619913175519
Kodungaiyur,Kodungaiyur S.O,600118,Fort - Tondiarpet,CHENNAI,TAMIL NADU,19.573262624518886
Sholinganallur,Sholinganallur S.O,600119,Sholinganallur,KANCHIPURAM,TAMIL NADU,0.0
Uthandi,Sholinganallur S.O,600119,Tambaram,KANCHIPURAM,TAMIL NADU,0.0
Gerugambakkam,Mangadu S.O,600122,Sriperumbudur,KANCHIPURAM,TAMIL NADU,62.96409884536235
Thandalam,Mangadu S.O,600122,Sriperumbudur,KANCHIPURAM,TAMIL NADU,62.96409884536235
Kovur,Mangadu S.O,600122,Sriperumbudur,KANCHIPURAM,TAMIL NADU,62.96409884536235
Mangadu,Mangadu S.O,600122,Sriperumbudur,KANCHIPURAM,TAMIL NADU,62.96409884536235
Kolathuvancheri,Paraniputhur B.O,600122,Sriperumbudur,KANCHIPURAM,TAMIL NADU,62.96409884536235
Chinnapanicheri,Paraniputhur B.O,600122,Sriperumbudur,KANCHIPURAM,TAMIL NADU,62.96409884536235
Paraniputhur,Paraniputhur B.O,600122,Sriperumbudur,KANCHIPURAM,TAMIL NADU,62.96409884536235
Srinivasapuram,Paraniputhur B.O,600122,Sriperumbudur,KANCHIPURAM,TAMIL NADU,62.96409884536235
Paraniputhur,Mangadu S.O,600122,Sriperumbudur,KANCHIPURAM,TAMIL NADU,62.96409884536235
Malayambakkam,Nazarethpettai S.O,600123,Sriperumbudur,KANCHIPURAM,TAMIL NADU,50.36999037209234
Malayambakkam,Malayambakkam B.O,600123,Sriperumbudur,KANCHIPURAM,TAMIL NADU,50.36999037209234
MANAPAKKAM,Manapakkam B.O,600125,Sriperumbudur,KANCHIPURAM,TAMIL NADU,15.453111343848004
Agaramthen,Mappedu B.O,600126,Tambaram,KANCHIPURAM,TAMIL NADU,33.361935725822256
Kovilancheri,Sithalapakkam B.O,600126,Tambaram,KANCHIPURAM,TAMIL NADU,33.361935725822256
Tiruvancheri,Mappedu B.O,600126,Tambaram,KANCHIPURAM,TAMIL NADU,33.361935725822256
Arasankalani,Sithalapakkam B.O,600126,Tambaram,KANCHIPURAM,TAMIL NADU,33.361935725822256
Kasbapuram,Mappedu B.O,600126,Tambaram,KANCHIPURAM,TAMIL NADU,33.361935725822256
Madambakkam,Mappedu B.O,600126,Tambaram,KANCHIPURAM,TAMIL NADU,33.361935725822256
Ottiambakkam,Sithalapakkam B.O,600126,Tambaram,KANCHIPURAM,TAMIL NADU,33.361935725822256
Madambakkam,Madambakkam S.O,600126,Tambaram,KANCHIPURAM,TAMIL NADU,33.361935725822256
Sittalapakkam,Sithalapakkam B.O,600126,Tambaram,KANCHIPURAM,TAMIL NADU,33.361935725822256
Kolathur,Kolathur B.O,600127,Chengalpattu,KANCHIPURAM,TAMIL NADU,41.03851239893945
Unamancheri,Kolapakkam B.O,600127,Chengalpattu,KANCHIPURAM,TAMIL NADU,41.03851239893945
Sonnallur RF,Mambakkam B.O,600127,Chengalpattu,KANCHIPURAM,TAMIL NADU,41.03851239893945
Madurapakkam,Ponmar B.O,600127,Tambaram,KANCHIPURAM,TAMIL NADU,41.03851239893945
Moolacheri,Ponmar B.O,600127,Tambaram,KANCHIPURAM,TAMIL NADU,41.03851239893945
Panangathupakkam,Kolathur B.O,600127,Chengalpattu,KANCHIPURAM,TAMIL NADU,41.03851239893945
Sonallur,Mambakkam B.O,600127,Chengalpattu,KANCHIPURAM,TAMIL NADU,41.03851239893945
Keerappakkam,Nallambakkam B.O,600127,Chengalpattu,KANCHIPURAM,TAMIL NADU,41.03851239893945
Murugamangalam,Nallambakkam B.O,600127,Chengalpattu,KANCHIPURAM,TAMIL NADU,41.03851239893945
Velichi,Kolathur B.O,600127,Chengalpattu,KANCHIPURAM,TAMIL NADU,41.03851239893945
Melakottiyur,Melakkottaiyur S.O,600127,Chengalpattu,KANCHIPURAM,TAMIL NADU,41.03851239893945
Nallambakkam,Nallambakkam B.O,600127,Chengalpattu,KANCHIPURAM,TAMIL NADU,41.03851239893945
Unamancheri R.F,Kolapakkam B.O,600127,Chengalpattu,KANCHIPURAM,TAMIL NADU,41.03851239893945
Mambakkam,Mambakkam B.O,600127,Chengalpattu,KANCHIPURAM,TAMIL NADU,41.03851239893945
Nedungundram,Kolapakkam B.O,600127,Chengalpattu,KANCHIPURAM,TAMIL NADU,41.03851239893945
Ammanambakkam,Nallambakkam B.O,600127,Chengalpattu,KANCHIPURAM,TAMIL NADU,41.03851239893945
Kolapakkam,Kolapakkam B.O,600127,Chengalpattu,KANCHIPURAM,TAMIL NADU,41.03851239893945
Polacheri,Mambakkam B.O,600127,Chengalpattu,KANCHIPURAM,TAMIL NADU,41.03851239893945
Vengadamangalam,Ponmar B.O,600127,Chengalpattu,KANCHIPURAM,TAMIL NADU,41.03851239893945
Ponmar,Ponmar B.O,600127,Chengalpattu,KANCHIPURAM,TAMIL NADU,41.03851239893945
Unamancheri,Melakkottaiyur S.O,600127,Chengalpattu,KANCHIPURAM,TAMIL NADU,41.03851239893945
Unamancheri R.F,Melakkottaiyur S.O,600127,Chengalpattu,KANCHIPURAM,TAMIL NADU,41.03851239893945
Thandalam,Thandalam B.O,600128,Sriperumbudur,KANCHIPURAM,TAMIL NADU,67.21778913897579
Kovur,Kovur S.O,600128,Sriperumbudur,KANCHIPURAM,TAMIL NADU,67.21778913897579
Tharapakkam,Thandalam B.O,600128,Sriperumbudur,KANCHIPURAM,TAMIL NADU,67.21778913897579
Kolapakkam,Gerugambakkam B.O,600128,Sriperumbudur,KANCHIPURAM,TAMIL NADU,67.21778913897579
Periyapanicheri,Gerugambakkam B.O,600128,Sriperumbudur,KANCHIPURAM,TAMIL NADU,67.21778913897579
Gerugambakkam,Gerugambakkam B.O,600128,Sriperumbudur,KANCHIPURAM,TAMIL NADU,67.21778913897579
Koilambakkam,Kovilambakkam S.O,600129,Tambaram,KANCHIPURAM,TAMIL NADU,50.79124882474266
Siruseri,Navalur B.O,600130,Chengalpattu,KANCHIPURAM,TAMIL NADU,38.75945858935103
Siruseri,Thazambur,600130,Sholinganallur,KANCHIPURAM,TAMIL NADU,38.75945858935103
Navalur,Navalur B.O,600130,Chengalpattu,KANCHIPURAM,TAMIL NADU,38.75945858935103
Thazhambur,Navalur B.O,600130,Chengalpattu,KANCHIPURAM,TAMIL NADU,38.75945858935103
Karanai,Navalur B.O,600130,Chengalpattu,KANCHIPURAM,TAMIL NADU,38.75945858935103
Navalur,Thazambur,600130,Sholinganallur,KANCHIPURAM,TAMIL NADU,38.75945858935103
Thazambur,Thazambur,600130,Sholinganallur,KANCHIPURAM,TAMIL NADU,38.75945858935103
Tiruneermalai,Tiruneermalai B.O,600132,Alandur,KANCHIPURAM,TAMIL NADU,38.75945858935103
Varadharajapuram,Darkash B.O,600132,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.75945858935103
Echoor,Darkash B.O,600132,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.75945858935103
Athivakkam,Athivakkam B.O,601102,Kancheepuram,KANCHIPURAM,TAMIL NADU,62.79753232861406
Arambakkam,Padappai S.O,601301,Sriperumbudur,KANCHIPURAM,TAMIL NADU,22.692280191595295
Karasangal,Padappai S.O,601301,Sriperumbudur,KANCHIPURAM,TAMIL NADU,22.692280191595295
Nariyambakkam,Padappai S.O,601301,Sriperumbudur,KANCHIPURAM,TAMIL NADU,22.692280191595295
Sirumathur,Padappai S.O,601301,Sriperumbudur,KANCHIPURAM,TAMIL NADU,22.692280191595295
Vattambakkam (RF),Serpananchery B.O,601301,Sriperumbudur,KANCHIPURAM,TAMIL NADU,22.692280191595295
Venjuvancheri,Padappai S.O,601301,Sriperumbudur,KANCHIPURAM,TAMIL NADU,22.692280191595295
Nattarasampattu,Serpananchery B.O,601301,Sriperumbudur,KANCHIPURAM,TAMIL NADU,22.692280191595295
Panapakkam,Serpananchery B.O,601301,Sriperumbudur,KANCHIPURAM,TAMIL NADU,22.692280191595295
Serapanacheri,Serpananchery B.O,601301,Sriperumbudur,KANCHIPURAM,TAMIL NADU,22.692280191595295
Thiruvembutheri,Serpananchery B.O,601301,Sriperumbudur,KANCHIPURAM,TAMIL NADU,22.692280191595295
Vattambakkam,Serpananchery B.O,601301,Sriperumbudur,KANCHIPURAM,TAMIL NADU,22.692280191595295
Salamangalam,Padappai S.O,601301,Sriperumbudur,KANCHIPURAM,TAMIL NADU,22.692280191595295
Thundalkalani,Padappai S.O,601301,Sriperumbudur,KANCHIPURAM,TAMIL NADU,22.692280191595295
Kanchivakkam,Serpananchery B.O,601301,Sriperumbudur,KANCHIPURAM,TAMIL NADU,22.692280191595295
Mahanyam,Malaipattu B.O,601301,Sriperumbudur,KANCHIPURAM,TAMIL NADU,22.692280191595295
Malaipattu,Malaipattu B.O,601301,Sriperumbudur,KANCHIPURAM,TAMIL NADU,22.692280191595295
Manimangalam,Manimangalam B.O,601301,Sriperumbudur,KANCHIPURAM,TAMIL NADU,22.692280191595295
Sethupattu,Malaipattu B.O,601301,Sriperumbudur,KANCHIPURAM,TAMIL NADU,22.692280191595295
Athanancheri,Padappai S.O,601301,Sriperumbudur,KANCHIPURAM,TAMIL NADU,22.692280191595295
Umayalparamancheri,Serpananchery B.O,601301,Sriperumbudur,KANCHIPURAM,TAMIL NADU,22.692280191595295
Mahanyam (RF),Malaipattu B.O,601301,Sriperumbudur,KANCHIPURAM,TAMIL NADU,22.692280191595295
Navalur,Serpananchery B.O,601301,Sriperumbudur,KANCHIPURAM,TAMIL NADU,22.692280191595295
Padappai,Padappai S.O,601301,Sriperumbudur,KANCHIPURAM,TAMIL NADU,22.692280191595295
Kunnathur,Sengadu B.O,602002,Sriperumbudur,KANCHIPURAM,TAMIL NADU,39.923520483967074
Kandamangalam,Sengadu B.O,602002,Sriperumbudur,KANCHIPURAM,TAMIL NADU,39.923520483967074
Sengadu,Sengadu B.O,602002,Sriperumbudur,KANCHIPURAM,TAMIL NADU,39.923520483967074
Kiloy,Vayalur B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Pennalur,Pennalur B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Padervadi,Pondur B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Sennakuppam,Mathur B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Valathancheri,Pondur B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Kannanthangal,Pondur B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Karanaithangal,Mathur B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Karanaithangal,Valarpuram B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Mannur,Valarpuram B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Nemili,Valarpuram B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Oddankaranai,Pillaipakkam B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Oragadam,Mathur B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Padicheri,Vayalur B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Perinjambakkam,Gunduperumbedu B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Pondur,Pondur B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Thandalam,Thandalam B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Ulundai,Ulundai B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Vellarai,Pillaipakkam B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Kaduvancheri,Pondur B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Katrambakkam,Pennalur B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Navalur,Pillaipakkam B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Vallam,Mathur B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Vengadu,Pillaipakkam B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Ayakolathur,Thodukadu B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Kavalkazhani,Mathur B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Sriperumbudur,Sriperumbudur S.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Vadekkal,Mathur B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Valarpuram,Valarpuram B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Gunduperumbedu,Gunduperumbedu B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Irumbedu,Pillaipakkam B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Irungulam,Mathur B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Kodangacheri,Gunduperumbedu B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Mathur,Mathur B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Mevalurkuppam,Valarpuram B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Alagoor,Gunduperumbedu B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Kolathur,Pillaipakkam B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Vellerithangal,Pondur B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Kandamangalam,Thandalam B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Nallamperumbedu,Gunduperumbedu B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
